consumer_id,total_interactions,unique_articles,unique_sessions
781132119141619887,9,8,7
4624687138998541408,9,7,6
782843067739729113,9,4,5
5755601244020790176,9,6,6
6680762707204337829,9,3,3
3024551089288349719,9,5,6
-3946214281191348339,9,5,5
2382182321331880703,9,9,9
8907499588729810535,9,7,7
-9212075797126931087,9,5,4
115141794465366279,9,3,3
8051175896420731576,9,6,4
-8594002152006287708,9,5,5
6643737413460895729,9,6,7
8982783231149017560,9,5,3
6607840428081955009,9,7,5
-968371571321396196,9,5,4
6065857749689775301,9,6,5
-7651694769928092043,9,6,6
-3011221777935346594,9,5,4
-8295797114403986789,9,9,7
-8246472165248286476,9,7,7
-7472538368234044044,9,5,5
-3381527457560577265,9,5,6
-7981599955442508322,9,4,4
5885230890202679862,9,8,8
-3978390417378743562,9,8,8
3617923130431400422,9,8,7
5974049584912996673,9,4,9
3009557673221751067,9,7,5
-3243733722016468044,9,5,5
1899177452305284666,9,3,3
1774767834306888507,9,4,4
8006128198708352549,9,7,6
7733918951272853713,8,5,5
6013800624570706808,8,5,4
3168283140501778164,8,7,6
6354670420844196172,8,5,5
3276989273780561693,8,5,6
-8158702351275780234,8,4,4
7887000664348414989,8,2,4
7215563157885540458,8,7,6
2698350543662359063,8,5,6
4152854621536789039,8,4,5
7369311357280565934,8,4,5
9165571805999894845,8,5,4
5664882385083540533,8,7,7
4465865943032551583,8,3,3
7705707768530115638,8,7,6
9050204922960952289,8,8,8
1306495113310433590,8,6,7
-9063420486253202900,8,6,3
3648848852703752699,8,7,6
-8632760515877149847,8,4,5
1786687931570279432,8,4,4
3631158903888752348,8,5,5
3761892846624989548,8,7,5
9037410398700100618,8,8,5
6675870946781601732,8,8,8
1673026171377815127,8,7,6
6666652852815687733,8,6,6
6921649833761206472,8,6,6
6648370769037295216,8,5,7
4791643529800239468,8,7,7
6500990175526024713,8,5,7
6646901263143710184,8,8,7
8068551513309549144,8,5,6
5287342266016283959,8,6,5
4724363485672980355,8,5,6
2152278030365935011,8,6,6
1462681248589415568,8,8,8
4020353388159569223,8,6,5
3637012274012079940,8,7,6
8214844442027962164,8,4,4
-7919979140583047064,8,7,7
7125399408132157547,8,4,4
2217968793137479020,8,6,6
-6568916788996709634,8,3,4
-1690554517720703181,8,3,3
-6085280990332832124,8,7,6
-4207804517986673674,8,7,5
-4133735994159009937,8,4,4
-897315218084387621,8,7,7
-7675499124820917865,8,3,4
-3520426145036898999,8,7,3
-6120788038252469111,8,7,7
-4885223078646518099,8,5,7
-7044141443788188862,8,6,6
-7145180591711126041,8,4,4
-2041685972080499493,8,4,4
-1160159014793528221,8,6,6
-247684700657514424,8,7,8
-6226728612139235550,8,6,4
-6246099423021213661,8,5,4
-7478458454083355457,8,7,7
-1119397949556155765,8,6,5
-2012808108604118403,8,5,4
-1113322110177216831,8,4,4
468544970414285553,8,5,4
-1720728914094017041,8,4,6
-4082616567756603262,8,6,5
-4753128705824132934,8,4,6
782574897116966534,8,6,6
-712118237016184478,8,6,6
-7064549223277762524,8,5,5
-3972388990373881334,8,7,7
-3466039595643284366,8,8,7
-502319718136389439,8,6,5
-6998647087289883231,8,6,6
-2108111265827636778,8,7,7
-4101553783427619792,8,3,6
-7035562184657775493,8,8,7
-4767444107153363126,8,5,5
-5603024664917721129,8,2,2
-6650942110522720391,8,7,7
884543573245416380,8,3,3
8787162574252505320,7,4,4
381699973976932225,7,7,1
-2037394713802820966,7,2,2
5164414299609762297,7,6,6
-1007001694607905623,7,6,4
7072373334511597461,7,5,5
6012274951617779459,7,4,5
-2826197582088460753,7,7,7
-4831144415854234924,7,4,5
1754215888246437356,7,7,7
-3989802106718825881,7,5,5
-2046460149482961761,7,2,2
8236260669729422750,7,6,5
8674645243865302728,7,4,3
-8002698029075478835,7,6,6
-3138095816640178815,7,3,5
3937943558206985686,7,5,4
8048317748792196979,7,7,7
2257339578739986222,7,5,6
-714914145425798678,7,6,6
7048619884024295715,7,6,6
-7070657276224532716,7,7,7
-2186033964866370752,7,6,6
-6051200701553773830,7,1,3
-2902404120792546116,7,6,6
-6147128788680571885,7,2,4
6090234987314110812,7,7,7
4599302067448444444,7,2,5
2032181124951647555,7,7,7
-4733247784100640601,7,5,5
-6364723726238328437,7,5,3
-4459091019090447019,7,5,5
3727379947077780682,7,6,6
-4827592624810944078,7,5,5
-7087518691724367681,7,6,6
-2492577687586455431,7,4,4
9033898219489253274,7,5,6
-1496206710381205016,7,4,4
2783503166832565252,7,3,4
9008788011897883731,7,2,4
-5648501732106474447,7,5,4
1234688818012827660,7,3,3
-6395289021795478412,7,5,5
-2448844607876098932,7,6,6
2804812532901416058,7,1,2
-7843165118747205305,7,3,5
7032629593137936425,7,6,6
-6508069509459346924,7,4,4
5758100189335708355,7,6,6
8965285988346645117,7,5,4
582665477366900487,7,6,6
-8207027873334509187,7,6,6
6176664770623035795,7,6,5
-1157793243708252831,7,7,5
7977027884323942353,7,4,4
8548560600301988018,7,6,5
-6593243739839278571,7,6,3
-560055148675865863,7,5,5
-485491685721852725,7,6,5
-8223836278784533306,7,5,5
-8389868196569319547,7,4,5
-3598766333334489248,7,6,4
-2879716572190393391,7,4,4
-5761633761733198864,7,5,5
3176752144516721566,6,3,3
3985253218546481406,6,4,4
-5350075904398342955,6,6,6
2979037241414071705,6,5,5
7563882320191729616,6,5,4
-5833749125541124532,6,5,5
-2065443854703875357,6,6,6
-664586119638092697,6,4,4
8743523484464839146,6,6,5
-1724358244764242875,6,6,3
-259426774323606118,6,6,4
4335864930735272674,6,5,5
-4070244201184983176,6,6,5
8642864254981528773,6,6,6
7477658738278650537,6,6,6
-366633407730691449,6,3,5
4181242540645465576,6,3,3
-7599689935091013293,6,5,5
3138250281946918035,6,5,5
5694738036322440952,6,4,4
-5474198417649529244,6,6,6
6808447563258229576,6,6,4
-710135072571868067,6,5,5
-8704807962619440953,6,6,6
8745559424774781326,6,5,3
4658758950701852804,6,4,5
-3541787362373960040,6,4,4
3541301246254761495,6,3,3
-7755848049308089190,6,6,5
6590718530693270591,6,5,6
8754745127801506293,6,6,5
7157933165055102118,6,5,4
-6341085530415128100,6,4,4
-2762344524254945371,6,6,6
5374042110958693409,6,5,5
-4365814373122798921,6,4,4
7888432621799586316,6,5,4
784021501623342249,6,5,5
-3624328531509974041,6,4,4
-2411675934925653835,6,6,4
-3626028832820976226,6,6,4
1199529879715590322,6,5,5
-2470248588564221167,6,1,2
-6435598831950414723,6,4,4
-1367069781843778997,6,6,5
913833950286021192,6,4,4
-3671569832980816109,6,3,3
1056179711361543558,6,6,3
5323091092312849986,6,3,3
-2926609622227216860,6,4,5
6422310315629306805,6,4,3
-4392503848617046749,6,5,5
1455185896278818838,6,6,4
-4962618906503701424,6,4,4
1761626329244869141,6,5,4
550471860708726941,6,4,5
1955391843391686864,6,4,3
6080593856412409547,6,4,4
7704379999515121028,6,5,5
212272079522596410,6,4,4
1806521441217193155,6,4,5
6952115305755720966,6,6,6
8866874492838815383,6,3,3
8791271631167250981,6,5,4
202369545176637828,6,5,5
98958074799194811,6,4,4
-3089736231378741206,6,4,4
4609963702864659623,6,4,4
-5179891559567091709,6,5,5
-1110220372195277179,6,3,3
1664519865534446095,6,3,5
-4807214756718635462,5,5,5
8151880861754859656,5,3,3
-5093004687291831376,5,4,4
-4820143702236579967,5,5,4
-6921346769844646797,5,2,2
3803524018159743904,5,3,3
3325441127164563948,5,3,3
-8543191472586917959,5,3,2
-4799619569027538530,5,4,3
3499852103594805231,5,4,4
-8859417914913317336,5,4,4
-1339908024252273488,5,5,5
6869463136069837774,5,2,3
6874219153545533301,5,3,3
6919601181993706462,5,4,4
-926222002072636259,5,2,4
-4378027254566262232,5,5,5
7780048623954214635,5,5,5
5676219165447745192,5,4,5
-673531841386475474,5,3,3
-6820774667818944570,5,5,5
-6874849957985527250,5,5,5
-8243547748317128482,5,4,4
-3051750834440989473,5,1,1
3858979792050083573,5,4,4
2965795813240480461,5,5,4
-8984152171875293281,5,3,3
-522675969675206118,5,1,3
627050427714622722,5,5,5
587317153219513379,5,4,3
1573057318153030747,5,4,4
6104713116635733924,5,4,5
-2798582196833935066,5,4,4
-7710611945490357590,5,5,5
7410536834579425750,5,3,3
1757579228100504390,5,2,3
1842608769658022800,5,3,3
1877391915271243859,5,2,3
1878936421026687751,5,3,3
-1869419000593368978,5,3,3
-3939882303077150254,5,4,4
1904791658745350290,5,2,2
7421028931799469478,5,3,4
231949345024178942,5,4,4
-4641380479888865592,5,4,4
661836806751236173,5,2,2
-2116515004529086881,5,5,5
4688306535438027974,5,5,5
-2517489119487350618,5,5,5
-4560916320815213506,5,4,4
-6526535873517998244,5,3,3
4884175244956679973,5,3,3
-2594582613482026982,5,3,3
1179811069358633650,5,4,4
4761239164144421315,5,3,3
1280568515001234056,5,2,2
-6361192540861670465,5,3,3
760703210503201263,5,4,4
1328689979004101307,5,3,4
-3834559600071441352,5,5,3
1355612258071912541,5,3,3
4725902923381493476,5,4,4
692872584674355244,5,3,3
6034801943312383646,5,1,3
8819654997738428001,5,2,2
4507074084991519247,5,1,1
-178581347562798200,5,3,3
-4751483211611918217,5,3,5
-7847088265446527581,5,5,5
-7602361069047447138,5,3,3
8504762135979679185,5,4,5
7100169606506886592,5,2,2
8496119444480535595,5,4,3
-8432963309304640464,5,3,2
8479021342509401981,5,3,2
5749258710800262464,5,3,3
-352396174273361981,5,2,3
8433143903150367236,5,3,3
8433075601488072644,5,2,4
-371714709017462066,5,4,3
-1927087713907125965,5,2,2
-5579363687688515285,5,5,4
-2024836947804425229,5,4,4
-214548742136783496,5,4,2
-1418401413426656337,5,3,3
-4689663873479122679,5,4,4
-8459536159620126358,5,2,4
4410631448239520858,5,4,4
-9099478998637725255,5,2,2
2320931034665819997,5,5,5
-6652840075169150228,5,3,3
-2074199579534092070,4,3,3
3789334872668436357,4,4,4
4971787747747052991,4,3,3
-4730260618779969536,4,4,4
-8464996041856312914,4,2,3
5302455184783458750,4,3,3
4548488724210189431,4,2,2
4153772604750430093,4,2,1
7419185914573132331,4,4,3
4494974385324651912,4,3,3
-1792997688627776863,4,4,4
-7299489921519728176,4,3,3
7720698478711252076,4,2,2
-2034546290283596259,4,2,4
-2339455719722814827,4,4,4
7538338997444233985,4,4,4
7308050828570695169,4,3,3
4597648841216101175,4,4,4
-2314784854300761836,4,1,2
-8486803825457737124,4,4,4
-2139960351402630941,4,4,4
-2024285945568862273,4,3,3
7738156533824098084,4,3,3
-4643217303855133293,4,2,2
4272924174028141645,4,2,2
-1532427549655023552,4,2,4
-1582429643672455615,4,4,4
2976142380064454474,4,4,4
-8965390025652957482,4,4,3
311425034829720202,4,2,2
6041815097649587443,4,3,3
242134863500793418,4,3,3
1961095124655762515,4,4,3
1989391720504671111,4,3,3
203988498839984721,4,3,3
2128780309574257234,4,4,3
13723062087756322,4,2,2
-8078450058314350213,4,3,3
-19128711904675838,4,3,3
-9083704948999852989,4,3,3
-7644859828368354114,4,1,1
-4018803464081408829,4,2,2
-4035260395140860313,4,4,3
8625949836947856661,4,3,3
-7638765793642144378,4,2,3
8586641302323735033,4,4,4
-3339548862065982525,4,3,3
8564966018298805108,4,2,2
2504813350107957178,4,2,2
267292780203427074,4,2,2
-6188513246080579917,4,3,3
2568936369305837696,4,3,3
-6191712716519536331,4,4,4
6488977616201798805,4,3,3
1049745013582301267,4,3,3
1085441806335625070,4,3,3
6345153393696678763,4,4,4
-6446031436716049889,4,3,3
-6438002202203852863,4,3,3
-3792382538520905414,4,4,4
822144951619061489,4,4,4
-6382389075303370984,4,3,3
1236849919205595112,4,2,4
-7815718986451468962,4,2,3
6575902539322817525,4,2,2
6186215560165240407,4,2,2
1438835971184308490,4,3,3
653563125340201284,4,2,2
6154780244390457824,4,2,2
-3903708422224520066,4,3,3
558547722271625548,4,3,3
473198064665088205,4,1,4
-228253716855709880,4,3,3
-2526700492308347656,4,3,3
-840631936412652041,4,4,3
8309925290570993196,4,3,3
3165343501485572509,4,2,2
-5515355809840273933,4,2,2
-4139451785876182601,4,4,4
-8531270379574423340,4,2,2
-687504123637131206,4,3,2
-647801535221797956,4,2,2
-936933622636297420,4,2,3
8036120142967895790,4,3,2
3504731561932460708,4,3,4
-2987249689651576371,4,3,4
-5319065950897061991,4,4,4
3264751486968990182,4,1,1
3205114392436179540,4,3,3
-525884353997447559,4,3,3
-482673732359673995,4,3,3
-899408017713069700,4,3,3
-1278786815002349091,4,2,4
3656474357668705759,4,3,3
-6811544332174496130,4,3,3
-5643862669441284349,4,4,4
5742794170005951865,4,4,3
-365299596832281345,4,2,3
-8121520783058973108,4,4,4
-321944193333055829,4,2,2
2716205511902422174,4,2,2
5647081278813804891,4,2,2
5529670804473959645,3,3,3
7050294289650087293,3,3,3
-3862340787975219254,3,2,2
-7148295538010878187,3,1,2
-3066526293290943446,3,2,2
-3842000768177268018,3,2,2
5008320953682428325,3,3,2
-7201298482234794156,3,3,3
4978950651925207299,3,1,2
-2644515735969463168,3,2,2
5386184253470300437,3,1,2
-3659018663421577879,3,2,2
7026868317696281879,3,2,2
-2972186460377920790,3,3,3
6596465910631135896,3,2,2
6782783560247628103,3,2,2
-2857103494807137920,3,2,2
5694945747090752136,3,3,2
5846606220859915204,3,3,3
6756286186140329847,3,2,2
7025510797071058217,3,3,3
-4074190903915477991,3,2,2
6746673763749201716,3,3,3
-3312348638382721804,3,3,3
-2802782618104446020,3,3,3
-2569911338835117161,3,3,3
-3976829886646506384,3,2,2
5680079885186766579,3,2,2
-4279226710794155360,3,1,1
-8569200589303439259,3,3,2
-3952369149636090575,3,1,1
5153128146669091747,3,2,3
-8743976205985209861,3,2,2
5796758557398464934,3,3,1
-3918235718539456385,3,3,2
5179265272566144834,3,1,1
6619196047638753606,3,3,3
-4393985619024428888,3,2,2
-4420330605795848283,3,2,2
987030274299018507,3,3,3
-5564766963021310897,3,2,2
2988936926918977283,3,2,2
8655687555968131888,3,3,3
8641138310821193516,3,2,1
-5885124187219991847,3,3,2
-5873251123741236991,3,3,3
2528171022748821985,3,3,3
-275731764162391825,3,3,2
-5751474310428982362,3,2,2
8480117032796489161,3,3,3
2763854919017259307,3,3,3
8426006528231102424,3,3,3
-9048557723087354030,3,3,3
3007673865213720513,3,2,1
8049174971616430990,3,2,2
8261501809061664232,3,3,3
-589556961479434625,3,3,3
-5555543386326483262,3,3,3
-602652944709413420,3,2,2
3032312047244400222,3,2,2
3120894646139481140,3,2,2
-717438927863132130,3,2,2
-5444121833218924829,3,1,2
-7508498733655581893,3,2,2
-5254198861165604259,3,2,2
3330410404902809049,3,3,2
-5934412187320282485,3,2,2
2210973389578562049,3,3,3
-9503309754973814,3,2,2
62638191245089384,3,2,2
-6573653224877216942,3,2,2
965837901014229373,3,3,2
-6486181020435414752,3,2,2
922380381383493357,3,1,1
858237111264601967,3,3,3
828258475830882447,3,3,3
1350157763260786208,3,3,3
746283912829082877,3,3,3
1378281876431540451,3,1,2
-6336522524969113058,3,1,2
8968304737931264993,3,1,1
-7794435188288730149,3,2,2
-6301440277750448426,3,2,2
1583464092462665913,3,2,2
-7710821129340169657,3,3,2
444394900236423414,3,2,2
-6092930928762182421,3,2,2
292532361146333039,3,1,1
1859286169611301842,3,2,2
1900641639431585863,3,3,3
-8017805007838352081,3,3,3
2027621318564862772,3,3,2
2047954150900722645,3,2,2
3354817058723871028,3,2,2
-3723994188139150135,3,2,2
-8961797610770561652,3,2,2
-5079486872023453139,3,1,2
-1649184579023990909,3,2,2
-7416063324611531732,3,3,2
-4582116311327386707,3,2,2
4669648027055722877,3,2,3
3813840926929287109,3,2,2
-2130333312704068707,3,2,2
7436632006907922334,3,3,3
3834688003207041787,3,3,3
-4704816572261468538,3,2,3
-2042597956641525807,3,1,1
4210291066994276589,3,1,2
-1839633283550929346,3,2,2
3914241489134147685,3,2,2
-1600250516072500874,3,3,3
-4951299570479013427,3,3,3
-1601406818656498127,3,3,3
-1675520981561927902,3,3,2
-2375109818259049493,3,2,2
-1669398169117380092,3,3,3
-1240240181889306463,3,3,3
3369556380657647111,3,3,3
-909688769922425154,3,3,3
-1210556051231780191,3,3,3
-8965597312806628567,3,2,2
-8297991392336681667,3,2,2
4864595946068685903,3,2,2
-6823054392395586047,3,2,2
-1260665845176491808,3,2,2
-6380346921134804505,2,1,1
-6150302542037419158,2,2,2
-6824891492208524007,2,2,2
-4566409676058071368,2,1,1
9152852494775096912,2,2,2
-6504447686448599421,2,2,2
-6086253348642297377,2,1,1
-3765908696018622270,2,2,1
-6254342326107002908,2,2,2
7217813843212859192,2,1,1
-4432034906943587380,2,2,2
-6258071927387180198,2,2,2
-6263408883539936026,2,2,2
-4653185725743410637,2,1,2
7225913371090076296,2,2,2
-6874781826710727528,2,1,1
8995194509387682302,2,1,1
-7001639577646477211,2,2,1
-4573709982958788743,2,2,2
9001399366994458639,2,1,2
-8765011947844411605,2,2,2
-6904254367438519859,2,2,1
-5897227245778614914,2,2,2
7070113665567665306,2,1,1
7194703926313620020,2,1,2
-4387750328010332599,2,2,2
8424199401780532272,2,1,1
-4089681179734335594,2,1,1
-5598979686496942575,2,2,2
-6934405303392992200,2,2,2
7911347399014555575,2,2,2
6455155244621944245,2,2,2
8779722837503695165,2,1,1
7948330930322808597,2,2,2
-4306649787035054667,2,2,2
-5521098251528574606,2,1,1
-4156881138997502031,2,2,2
7992167105183320533,2,1,1
6950950583640154911,2,2,2
7865652808772308114,2,2,2
7786886764401143933,2,1,2
6770298619054131102,2,1,1
-5776136876679063651,2,2,2
6769746180475991310,2,1,1
8570738902325304330,2,1,1
-6657844983499130997,2,2,1
-5015635036263983705,2,1,1
-4983718076569357817,2,1,1
8625226870256745258,2,1,1
6733950143166750732,2,1,1
-4040668102765732838,2,2,2
-5889508433273998867,2,2,2
7772588855940376073,2,2,2
-5235597150466619554,2,1,1
-5898985842339810358,2,2,1
8723015811479284359,2,1,1
-4490476523398330782,2,2,2
5164848620836376409,2,1,1
3721715385171565416,2,1,1
-2708048174260028189,2,2,2
3915731617744867541,2,1,1
-1599909055058013899,2,2,2
-1520722959467302251,2,1,1
-8406450552010054661,2,2,2
-8403810558207260021,2,1,1
-1387205416699933583,2,1,1
6431028376756785747,2,1,1
3658079167518330556,2,2,2
-1303332777463080581,2,2,1
-7454032222980648989,2,1,1
-1093393486211919385,2,2,2
3473361105920727710,2,2,2
3421008263148207008,2,2,2
3411858238463877567,2,2,2
3314638233664462948,2,1,1
-8275914447540023677,2,2,1
-853245389484599144,2,2,2
-1714802647008415227,2,2,2
4055967006701596284,2,1,1
-1745775273879852894,2,2,2
-2184713157579455642,2,2,2
-2540706438239183757,2,2,2
-2506588480334766847,2,2,2
4857682569864081160,2,1,1
4828670979631202084,2,2,2
4666243309728748536,2,1,1
4614383530893553884,2,2,1
-2283336709672397413,2,1,1
4515144856688013871,2,1,1
-1819083151847984459,2,2,2
4432455822487909836,2,2,2
4425632151596546411,2,1,1
-2056820234974750170,2,2,2
-2009078851588572723,2,2,2
4177637448630955156,2,1,1
-1886069756344781471,2,1,1
-1866274569619638098,2,2,2
-852576272315727317,2,1,1
-815115778175704957,2,2,1
-776856765376510270,2,2,2
762293582798342316,2,1,2
249263379567853394,2,2,2
415390704277094054,2,2,2
1552716327012883348,2,2,2
1513200556927676772,2,2,2
-7809948905251597216,2,2,2
1402349278695678542,2,1,2
1375974404896880736,2,2,2
767930535033985534,2,1,1
2163532571118538108,2,2,2
-7831984182146287504,2,2,2
803704643760678589,2,2,2
1203596964328222768,2,2,2
1106030953585683677,2,2,2
1077899085259031463,2,2,2
927368592355275427,2,1,1
940915072677580415,2,2,1
237914382047088354,2,1,1
2242420380923780072,2,1,1
-745910898297651075,2,2,2
2719909589256730446,2,1,1
3160832832459432993,2,1,1
-440665250653720182,2,2,2
2859257312567870430,2,2,2
-8130584461861751846,2,2,2
2774182511600794371,2,2,2
-331069051675975961,2,1,1
-325701796242557223,2,2,2
2713917754652198595,2,1,1
-8092995968448142037,2,1,1
-316126625721320125,2,1,1
-241759414021954035,2,2,2
2462105871733913255,2,2,1
-181499526385989595,2,2,2
2440735228721719292,2,2,2
2356170304064762532,2,2,2
-52409484500833933,2,2,1
-2565917234522918465,2,2,2
116117092134318174,2,1,1
-3359754325623847734,2,2,2
-7168283978173643864,2,2,2
-3557021596086011525,2,1,1
6168090978182414127,2,2,2
-2857832190675984236,2,2,1
5234260375686192710,2,1,1
-7179350186629473243,2,2,2
5741457098792610504,2,2,2
-3259429699494042554,2,1,1
6097953621403745884,2,2,2
-8571236143575825977,2,2,1
-8567193579502361778,2,2,2
5800889957182045739,2,1,1
-3247191585239311338,2,2,2
-7154360153919620035,2,2,2
-3032653531967760133,2,2,2
-3209972853815463009,2,2,2
5682616718200776468,2,2,2
-8564151860284884458,2,2,2
-7068209768948841749,2,1,1
5623720506829906045,2,2,2
-3149181682396419557,2,2,2
5784739374876308856,2,1,1
5771407747274220992,2,1,1
5640507686615993032,2,1,1
5881575383448548259,2,2,2
-3376883282774348616,2,2,2
-3630934602147394347,2,1,1
-3380175130925274514,2,2,2
5809929974953883409,2,1,1
5959984095915311263,2,1,1
-3687079152644990551,2,2,2
6388696234128928801,2,1,1
-3615447949172121990,2,2,2
-3607418154433191576,2,1,1
-3344794336991778165,2,2,2
6205246482014899513,2,2,2
5171468887685579951,2,2,2
8667275116635296267,1,1,1
-69908298492740622,1,1,1
-3968392807491756801,1,1,1
-8093198092490224964,1,1,1
-3427616314367978347,1,1,1
2284848438607709479,1,1,1
2360366466703086037,1,1,1
8460278518504187833,1,1,1
2245571896327774249,1,1,1
-5680668197911418383,1,1,1
2771740294605751248,1,1,1
8721553601211488632,1,1,1
6664027487651050780,1,1,1
-270546895637819286,1,1,1
-79727973358912408,1,1,1
-318015038957279230,1,1,1
-3410401356987328689,1,1,1
-196685923741478181,1,1,1
-5843903748452152677,1,1,1
5981643811912670133,1,1,1
8516196196975927,1,1,1
5981663633600683389,1,1,1
-159362672148316536,1,1,1
8471654280763064040,1,1,1
2406021340969268119,1,1,1
-155245639726091910,1,1,1
2402294896098905529,1,1,1
2371321140062177199,1,1,1
-6668982552133935704,1,1,1
-7078810337557285027,1,1,1
-5749772120640063461,1,1,1
-7205955090980646456,1,1,1
2170267568856347247,1,1,1
1262852631026172055,1,1,1
-7050695426345850796,1,1,1
1495301668431157205,1,1,1
1425812563629692700,1,1,1
-6310269237680935639,1,1,1
1420795029195403133,1,1,1
1384537990076119578,1,1,1
6186399458088777787,1,1,1
712216333942199028,1,1,1
-6594283959918506908,1,1,1
9042983166068668843,1,1,1
-3815225870990439471,1,1,1
-3518675459495383252,1,1,1
1142268446511784734,1,1,1
-7902462005407456546,1,1,1
6321931602383418086,1,1,1
9128735267433534024,1,1,1
-6473952184608287014,1,1,1
935513113565522500,1,1,1
-3754740674364199788,1,1,1
1052826425441302346,1,1,1
948924246990023864,1,1,1
1017339174977034774,1,1,1
607460302441631358,1,1,1
6608021257413778960,1,1,1
1713887270044566468,1,1,1
-7966002439899518762,1,1,1
2153555832231871151,1,1,1
-8077293301545760758,1,1,1
-9150583489352258206,1,1,1
136132092222070703,1,1,1
2783631344380511767,1,1,1
2053848386729583433,1,1,1
2026153147373314589,1,1,1
2007115637217432151,1,1,1
-8050113247491924905,1,1,1
-3919588699192903305,1,1,1
8814360237760288963,1,1,1
6058025571581574050,1,1,1
250761037431884225,1,1,1
-7690117130547105283,1,1,1
8855265440919561223,1,1,1
321835166228655323,1,1,1
326191734832924282,1,1,1
351842974578121899,1,1,1
-7701472666189863533,1,1,1
363672870875729536,1,1,1
-6624483529135402208,1,1,1
8785971928543012853,1,1,1
-519417515410583677,1,1,1
-7575354990724402240,1,1,1
-3130517299527025526,1,1,1
5218658959522482077,1,1,1
-2073149571359041612,1,1,1
-2868535578416417741,1,1,1
7499921743426045629,1,1,1
4391185772225937239,1,1,1
7526378498958185062,1,1,1
-1950418071739514767,1,1,1
4223428278618203229,1,1,1
7029664293401391009,1,1,1
4169646857976675264,1,1,1
5308460045611400351,1,1,1
-2943723574695001529,1,1,1
-8821868115755885910,1,1,1
-7345259481503948621,1,1,1
-2963498984503943298,1,1,1
5334461102384594203,1,1,1
-4849725881573334985,1,1,1
-4871730724883279044,1,1,1
-1700667216862372833,1,1,1
-4931425677766995812,1,1,1
-1620609516898528700,1,1,1
-4672651098227394709,1,1,1
-2183451894422160038,1,1,1
5215438108989481599,1,1,1
4747927302016897914,1,1,1
-4543093052611851269,1,1,1
7158331780077378326,1,1,1
-8493970054335899532,1,1,1
5142672320208733528,1,1,1
7127895053297750118,1,1,1
4821458551551383582,1,1,1
7233074116256996619,1,1,1
-2471365789103166860,1,1,1
7253347881880417841,1,1,1
-2336732663181547398,1,1,1
-2839714998776867463,1,1,1
-4596035061781069791,1,1,1
7305733895346640928,1,1,1
4674800004298965524,1,1,1
-4611063622188844434,1,1,1
-4626095867768213597,1,1,1
5164416394753557974,1,1,1
7343585311477934211,1,1,1
-2293463312801134683,1,1,1
-4660766804997495035,1,1,1
-4954807600136304681,1,1,1
-7390556062557390103,1,1,1
6762444709306614335,1,1,1
-1569445293780941733,1,1,1
3331199530550243739,1,1,1
-3249945295915486865,1,1,1
-5262297603302637154,1,1,1
8113637998311268223,1,1,1
-3322908086840558280,1,1,1
-5419372988308173258,1,1,1
3172777932887155963,1,1,1
-5471407150604394704,1,1,1
-4088459209129433051,1,1,1
-9012030317377670760,1,1,1
3093942194563999589,1,1,1
3018070803857087638,1,1,1
-7566844461345455695,1,1,1
-573145652692796579,1,1,1
-2755326258208057499,1,1,1
-5573063483172708129,1,1,1
8327913688432885737,1,1,1
2928785809533816042,1,1,1
-7571302107141581195,1,1,1
-5638430380291209974,1,1,1
-437375666128963453,1,1,1
3357462296682851629,1,1,1
3367767507819728319,1,1,1
8014392542728644887,1,1,1
-7437846246871579209,1,1,1
-4973943928816784376,1,1,1
5569732571503995928,1,1,1
3830009043480796666,1,1,1
5573804063428996341,1,1,1
-3137752856866387729,1,1,1
-1424879049675055518,1,1,1
7801363117660380111,1,1,1
3724874610895730560,1,1,1
-5072443283995887811,1,1,1
-5100926371641297268,1,1,1
-5185927176743959823,1,1,1
-5152256545918702222,1,1,1
-1338563035023619077,1,1,1
-3160634209682347872,1,1,1
-1267244739128557821,1,1,1
3603734003549693385,1,1,1
7949112290920100677,1,1,1
-8309025352777181908,1,1,1
7983645651075949171,1,1,1
-956121253536943129,1,1,1
6458841459311911210,1,1,1
