,item_id,article_interactions
1069,-2504825704002833401,32
1070,-2494226662129766130,12
1071,-2489051066377567114,18
1072,-2487699318115820990,14
1073,-2479936301516183562,116
1074,-2477364558321255827,1
1075,-2476100034099959458,19
1076,-2462651558329037716,18
1077,-2447632164766022033,120
1078,-2440547657721869309,3
1079,-2440247087447106971,69
1080,-2430889785264760757,24
1081,-2430153190648595765,5
1082,-2429242279408079104,7
1083,-2424983931459616622,13
1084,-2423593292146522678,16
1085,-2410328180964789831,23
1086,-2405892683303291957,13
1087,-2402288292108892893,78
1088,-2402157201203242566,29
1089,-2400879112398974660,3
1090,-2388274433047018803,12
1091,-2386148284399181873,12
1092,-2382583983070627054,33
1093,-2377881752614744441,1
1094,-2375266175756882986,1
1095,-2373876979584952849,19
1096,-2358756719610361882,280
1097,-2358644309529026633,3
1098,-2355230755276061204,8
1099,-2333243857499586461,16
1100,-2329480295839698254,13
1101,-2328163218997425612,31
1102,-2323511129839590090,18
1103,-2318171567839609160,11
1104,-2314360211211303885,45
1105,-2307670819023106063,7
1106,-2306981937763401455,5
1107,-2306623058132041487,4
1108,-2306089797938257253,15
1109,-2271868873349907631,4
1110,-2271000159302779222,42
1111,-2261845840076552387,11
1112,-2252459228396350242,14
1113,-2250487690322202259,16
1114,-2247142819145310881,11
1115,-2237790708081130271,8
1116,-2220859822082318562,1
1117,-2217888411555964341,26
1118,-2213320166727371491,2
1119,-2211174111335280246,14
1120,-2208293144000550811,15
1121,-2203297578165226595,5
1122,-2194994678739982146,21
1123,-2184022689343185012,7
1124,-2181071289972835602,5
1125,-2178100133349972724,16
1126,-2176468683077766369,20
1127,-2167839778474325326,12
1128,-2164628725543527116,8
1129,-2151750849426701342,2
1130,-2144625344076628986,6
1131,-2141497471886086313,16
1132,-2139739377293212491,1
1133,-2136400115854451336,16
1134,-2131823791227094865,10
1135,-2123288010168989418,24
1136,-2118981143119783447,20
1137,-2114113759134837010,3
1138,-2099829359953227557,7
1139,-2097626568191556277,17
1140,-2097075598039554565,95
1141,-2090760089450762391,9
1142,-2088615309014484136,14
1143,-2083103312491589695,21
1144,-2081760549863309770,5
1145,-2069509552243850466,69
1146,-2065362330475275026,13
1147,-2061825422128752184,13
1148,-2059465483219605309,5
1149,-2041630887686751489,4
1150,-2038869595290705317,11
1151,-2034054811536485879,44
1152,-2030742781169834114,32
1153,-1999468346928419252,37
1154,-1995591062742965408,59
1155,-1981734999963962468,38
1156,-1971429126058184075,2
1157,-1968251596393236557,9
1158,-1926525896637230556,5
1159,-1917202688559171732,25
1160,-1911407455198985777,11
1161,-1901742495252324928,56
1162,-1897853393557630253,5
1163,-1892877682006771545,8
1164,-1878569380455769122,25
1165,-1878128207048892154,73
1166,-1876558460087500339,22
1167,-1870456025059842373,12
1168,-1868592694876567759,4
1169,-1868297195590431285,1
1170,-1861959619649725543,1
1171,-1853084798056642222,2
1172,-1852324383183073754,7
1173,-1852234953549915446,1
1174,-1839591250599587429,21
1175,-1820269894165785259,10
1176,-1804728901674946596,1
1177,-1802980374508081539,2
1178,-1801367878403179328,20
1179,-1787737696395220629,80
1180,-1779870737568212247,21
1181,-1771108209511321547,4
1182,-1763986443823721481,9
1183,-1762456938647577126,6
1184,-1755875383603052680,15
1185,-1753606726398516179,19
1186,-1737937277055036780,1
1187,-1734960446580993454,24
1188,-1730766821655383888,35
1189,-1706114177222872702,1
1190,-1701416312023927957,4
1191,-1693609914930807886,7
1192,-1691850508443380568,2
1193,-1687864471892802710,12
1194,-1683903891018782242,17
1195,-1676378465482420452,9
1196,-1672166631728511207,18
1197,-1672165618620086344,12
1198,-1669098707776725430,3
1199,-1668558678125613329,17
1200,-1663441888197894674,33
1201,-1662763254714212341,9
1202,-1658488648009216718,3
1203,-1654063646246197191,50
1204,-1638122353599615846,8
1205,-1637159115260338032,12
1206,-1634742667970363668,51
1207,-1633984990770981161,249
1208,-1630229587164086350,31
1209,-1625815289565836489,19
1210,-1625217607550912638,21
1211,-1622037268576555626,65
1212,-1617279065634731389,41
1213,-1609424513692297222,25
1214,-1606980109000976010,7
1215,-1606909838151129701,12
1216,-1596335233529956315,34
1217,-1591454024897803197,7
1218,-1590585250246572231,31
1219,-1573329182923097618,71
1220,-1572252285162838958,68
1221,-1565401790888834000,5
1222,-1564468014116140117,20
1223,-1557920564469956829,3
1224,-1557461511205521728,7
1225,-1556169727291354289,39
1226,-1537223691132357350,5
1227,-1536771179525677307,11
1228,-1525688508571111688,42
1229,-1511619461666295654,1
1230,-1501277643953505671,3
1231,-1492913151930215984,54
1232,-1492574794514500033,41
1233,-1484165300616478995,7
1234,-1483274517395674620,30
1235,-1480913447590268358,28
1236,-1473180765724334454,16
1237,-1472215866306072150,7
1238,-1470592927114056630,18
1239,-1469918446833331103,3
1240,-1463025432902754108,1
1241,-1453783314552286835,144
1242,-1452702406886459776,8
1243,-1452340812018195881,47
1244,-1449104782233586994,14
1245,-1447641181396994093,3
1246,-1444481301861872291,39
1247,-1444385929353415304,11
1248,-1443900796086927361,22
1249,-1443593727366384026,7
1250,-1437952039441999695,5
1251,-1429167743746492970,20
1252,-1425776303341065806,64
1253,-1419343869401004365,8
1254,-1419188045265393093,20
1255,-1418355038507506357,10
1256,-1415040208471067980,38
1257,-1403735753867098241,31
1258,-1383778823073811714,2
1259,-1365928983118861754,3
1260,-1353560213232970946,19
1261,-1342820011354825290,6
1262,-1338957937839941365,18
1263,-1324705355456975418,2
1264,-1313614305945895108,39
1265,-1312850681127865433,2
1266,-1306208577536428610,15
1267,-1302167511807875596,7
1268,-1297580205670251233,253
1269,-1291869519847635026,44
1270,-1287202638861144684,6
1271,-1259410223376598430,15
1272,-1257839697539084047,4
1273,-1255189867397298842,14
1274,-1254906787526072320,23
1275,-1251258405608426882,13
1276,-1249582672736761858,4
1277,-1249436522568155938,5
1278,-1243978819371381632,2
1279,-1242702988593021334,12
1280,-1219115668721807817,8
1281,-1199490911632553070,33
1282,-1196068832249300490,18
1283,-1192619987285372590,14
1284,-1181242543195516037,8
1285,-1178371721262103855,17
1286,-1173087925894083974,7
1287,-1172724258904585136,3
1288,-1165347641456093580,4
1289,-1151034582628982912,22
1290,-1150591229250318592,2
1291,-1138633255366005559,1
1292,-1137602700803601559,8
1293,-1129449063360470561,12
1294,-1124738136890721085,21
1295,-1123543351704082417,23
1296,-1119244241345534741,18
1297,-1114438937697017987,38
1298,-1111518890369033396,41
1299,-1104501717379772664,2
1300,-1101832997669013246,46
1301,-1101361754763388054,17
1302,-1088742830039453732,19
1303,-1081723567492738167,3
1304,-1073835383506921412,12
1305,-1072987232233605661,26
1306,-1068603220639552685,19
1307,-1060990524105135617,3
1308,-1055630159212837930,25
1309,-1051830303851697653,6
1310,-1046621686880462790,13
1311,-1039912738963181810,9
1312,-1033806831489252007,21
1313,-1024046541613287684,4
1314,-1022885988494278200,52
1315,-1021685224930603833,17
1316,-1006791494035379303,11
1317,-998818216447049475,23
1318,-993224631915984347,4
1319,-986193709330758766,49
1320,-986027724303592548,56
1321,-973131232603202326,10
1322,-969155230116728853,45
1323,-958925381525830552,13
1324,-945863510619496974,25
1325,-927862226557602150,15
1326,-912681925384819247,21
1327,-908505899495735224,3
1328,-908052164352446106,40
1329,-907419983362132448,2
1330,-906467637324626408,4
1331,-894273917655637623,1
1332,-885886002174762919,27
1333,-885453047081832598,30
1334,-879594538384021068,39
1335,-873780453963615794,21
1336,-862645085190435621,28
1337,-861913102049789637,41
1338,-860914756454619650,6
1339,-860751600992244121,53
1340,-844797936291539016,8
1341,-825802007843492131,9
1342,-823697973575832204,13
1343,-820343972901090172,104
1344,-817129654810180675,9
1345,-816352740763488513,25
1346,-807868207410889392,3
1347,-799315203186826480,40
1348,-797853000484445213,2
1349,-793729620925729327,39
1350,-790959521412948853,91
1351,-788035419968530567,25
1352,-782975839522191154,14
1353,-769212572760644334,3
1354,-759389978085260161,45
1355,-749116597676471759,4
1356,-746073086109727488,23
1357,-742603651309629354,36
1358,-730957269757756529,87
1359,-729129249377835720,11
1360,-724699218170106849,26
1361,-721732705314803549,17
1362,-720777800522871309,1
1363,-713893030279048092,3
1364,-703416562539077070,21
1365,-692972306229904743,14
1366,-686679025328909441,14
1367,-668191656681035303,2
1368,-667193404227875686,53
1369,-662806181534790446,19
1370,-659411840002799494,8
1371,-655909700262679295,42
1372,-645584250289067285,2
1373,-637050915727878966,7
1374,-635870441391555852,14
1375,-634395794651424614,7
1376,-624901815223005993,9
1377,-623310439329591027,3
1378,-615912190028612956,130
1379,-615862350872519037,21
1380,-614408900691920886,23
1381,-605114438206384896,14
1382,-601952361752157430,47
1383,-595851741330881198,8
1384,-592655813177747831,11
1385,-587747935064273401,4
1386,-584688562749460923,4
1387,-583471248660258378,6
1388,-582471538642477927,5
1389,-569322218183730892,1
1390,-559964548932224920,48
1391,-556674612043273194,2
1392,-555187669877280641,42
1393,-548976469460064550,36
1394,-548495338204268789,2
1395,-547324075613341407,7
1396,-541666025693385823,59
1397,-538948733779286129,49
1398,-535029905294961110,11
1399,-532999578436827210,26
1400,-519908173368613957,23
1401,-518690781085251687,7
1402,-502840688786875793,18
1403,-498795758651788662,10
1404,-498521148402713730,18
1405,-486686184692655504,36
1406,-462708537764773317,18
1407,-456574518348806233,1
1408,-455124319026316634,10
1409,-454649054276160610,15
1410,-450825503558460924,17
1411,-447851796385928420,94
1412,-435798809553722526,13
1413,-434149774629603391,9
1414,-427385793606723821,8
1415,-411378842607264055,6
1416,-401664538366009049,70
1417,-398780385766545248,25
1418,-393060967458342665,13
1419,-389749390447363927,2
1420,-387651900461462767,49
1421,-377975173223377441,38
1422,-360529647164834348,37
1423,-348408475077850711,47
1424,-340541651592032197,3
1425,-339230353302835829,8
1426,-330801551666885085,122
1427,-329139582593571060,7
1428,-327208414896292296,8
1429,-326357109758599578,10
1430,-324861070284719256,26
1431,-321691855821364131,16
1432,-310216403933861245,9
1433,-307396946333196366,57
1434,-306538960798971040,10
1435,-292870452169977398,15
1436,-282629989972409543,1
1437,-277169424764188814,11
1438,-273156842634169039,1
1439,-271938775771328391,35
1440,-266262937631881148,15
1441,-264519121623606417,6
1442,-254088699629065171,1
1443,-241724866433160984,4
1444,-240359174314633445,34
1445,-229081393244987789,11
1446,-205193648629294862,50
1447,-197504840924463488,5
1448,-170687954910264210,32
1449,-169274570747753943,7
1450,-158184760257182670,21
1451,-156577302871365261,3
1452,-145625979744144572,13
1453,-133139342397538859,315
1454,-115909536143817330,2
1455,-115892576593938933,8
1456,-96719740408441346,28
1457,-92787874211637246,14
1458,-91139000311163410,14
1459,-89955207814154444,11
1460,-88303961787201909,15
1461,-86767468210285959,1
1462,-78667914647336721,48
1463,-78422372027822130,6
1464,-78066964941874046,95
1465,-74366709451305894,4
1466,-72844094766108869,12
1467,-70211258489242437,2
1468,-57452526663870593,22
1469,-55755961199248325,7
1470,-48842168049882829,5
1471,-48321713734223478,5
1472,-44082375822273498,3
1473,-43795168179752761,4
1474,-42126282997118624,37
1475,-39485845307123560,10
1476,-36844712915106340,17
1477,-33740349536513960,18
1478,-23817016428727099,6
1479,-21036008762564671,48
1480,-14569272361926584,127
1481,-7527881206365368,47
1482,-6457517220721978,37
1483,-5924996404988010,44
1484,-2871288807409592,14
1485,-1523691178084871,32
1486,-1038011342017850,98
1487,1984587708208773,6
1488,9178250635927683,1
1489,10247031220756478,11
1490,18738895644634365,21
1491,18930987176089166,46
1492,30461094217357731,9
1493,31349081826574004,12
1494,33271019004198538,3
1495,34557439830244258,1
1496,39554158227241538,38
1497,49177526672934036,4
1498,54211792749134075,15
1499,54678605145828343,7
1500,65053321054180411,9
1501,80435662809978246,22
1502,84318068629167514,4
1503,90383487344892230,69
1504,91241469839881699,13
1505,98528655405030624,5
1506,119886322445874454,29
1507,123378787151399958,24
1508,127799031949294618,35
1509,139485217095648183,38
1510,141806940259458424,11
1511,153466256338950062,4
1512,156889606517612871,34
1513,161784308223385549,16
1514,162771765556771108,8
1515,163780025692404854,1
1516,167668355036921406,1
1517,171877380813632915,4
1518,174707786647990372,28
1519,179286456725721055,2
1520,186710613029854965,3
1521,190366396794861214,12
1522,201515581783532281,28
1523,204997192300542382,8
1524,207910079054861295,3
1525,215332765550420709,6
1526,216869981229779312,24
1527,223316996491584050,9
1528,230807360572081472,10
1529,231281690254211527,23
1530,240943776326872028,2
1531,270443693434886127,8
1532,279771472506428952,45
1533,286115624311598644,1
1534,288653248451617914,11
1535,300937643051923212,28
1536,307952468886079288,2
1537,310515487419366995,136
1538,319340024738595907,120
1539,321193326651975856,23
1540,335910242745901755,25
1541,348632682812866328,13
1542,357449794379078687,37
1543,358192030955601318,44
1544,362899217568283146,5
1545,363303724138208407,2
1546,363798057559041921,9
1547,365571143597993923,6
1548,372531153711028286,38
1549,372648779227126668,7
1550,374352050712569304,71
1551,374674704202038318,21
1552,378386436485699053,15
1553,379773866860040428,11
1554,381577463519666187,4
1555,384967563509172020,2
1556,385212706171385893,23
1557,393734797767236089,2
1558,400125073514833994,33
1559,408283689595887456,27
1560,408569329455206654,14
1561,409265364477466508,3
1562,428486625959995206,31
1563,430255078684584595,54
1564,444378495316508239,17
1565,457505998997890101,5
1566,459008865413659388,15
1567,464601875539492971,36
1568,484986956330644320,5
1569,489290927107045539,7
1570,490726311396224966,21
1571,491373795166252904,21
1572,505090987429665116,12
1573,511891900317865118,48
1574,514858832555251637,6
1575,515531013045220470,15
1576,521382866757596943,13
1577,524776334673868069,17
1578,532564948976818124,11
1579,539980615899429566,10
1580,541470630329465127,10
1581,549631724393582960,19
1582,564282370384747453,41
1583,569574447134368517,120
1584,589254894302309232,5
1585,607684800821303652,32
1586,621816023396605502,45
1587,623421554979899217,47
1588,626121253933491500,19
1589,638282658987724754,16
1590,643905832258297060,16
1591,654383168348870348,12
1592,657779080033041603,5
1593,660451400045043370,58
1594,667643281369196267,46
1595,668505019835540303,4
1596,672199059798181601,42
1597,679005777543560737,26
1598,685073630661800600,19
1599,687641199951066750,5
1600,711995695898078056,15
1601,717471739656838182,27
1602,719128783277038733,2
1603,722931447608069342,9
1604,734632752661830332,38
1605,738761744030347929,15
1606,739747367187387064,3
1607,751528815916485437,23
1608,764116021156146784,83
1609,784265334245910688,26
1610,786135087362634258,23
1611,787067277772219433,7
1612,790210667253898984,8
1613,809601605585939618,30
1614,817145340976958200,32
1615,817467807875770568,5
1616,826748584447376099,25
1617,833256912680066502,6
1618,834896074125772354,45
1619,865977730460714234,8
1620,880612740433495828,191
1621,881166463209244600,15
1622,882422233694040097,107
1623,885269153482673496,3
1624,886450434856305025,13
1625,895442114569096829,11
1626,896159636285333275,18
1627,897043351348716074,9
1628,909703879562824170,9
1629,910894669274456978,17
1630,911037455259135591,50
1631,914293752636521893,5
1632,921770761777842242,21
1633,943818026930898372,142
1634,957332268361319692,39
1635,962287586799267519,30
1636,966067567430037498,29
1637,967143806332397325,1
1638,972258375127367383,2
1639,980458131533897249,48
1640,991271693336573226,110
1641,1002673045600956890,16
1642,1003778007373126185,1
1643,1005751836898964351,76
1644,1012456848389051365,47
1645,1019706997674210703,30
1646,1021466437456217445,31
1647,1021946628105173582,29
1648,1024145536490998555,32
1649,1031060816592502094,30
1650,1038118700785242153,9
1651,1041289933344278866,22
1652,1058405970043104639,6
1653,1059874396577697902,12
1654,1060159005880386235,73
1655,1061238072586805321,3
1656,1083474613819325601,7
1657,1099809408921653201,9
1658,1106203543388094548,18
1659,1107739178195154647,31
1660,1114791714656282929,16
1661,1115750778137998115,4
1662,1116363438212354892,17
1663,1117455951802655890,2
1664,1118048247334038458,28
1665,1120323498091467525,23
1666,1128840733277618400,27
1667,1137471872769164371,27
1668,1146823593746606655,6
1669,1158279435862414346,2
1670,1173658987415870390,8
1671,1177957942021788639,6
1672,1179017557429431126,22
1673,1179326165172129711,8
1674,1181735998104559604,29
1675,1184320069221244535,4
1676,1220948775534529013,9
1677,1233935898842140014,15
1678,1252762949661329700,20
1679,1266958185239582088,15
1680,1283472251609674486,31
1681,1286494666178127087,8
1682,1286723199785027310,23
1683,1306706744219888810,3
1684,1314740759271289025,17
1685,1317782055909095806,15
1686,1318981494172475806,36
1687,1328618437884612347,6
1688,1331356827163029243,5
1689,1333053624108726661,6
1690,1339353160969606996,25
1691,1348739322889189648,87
1692,1349971382589894814,5
1693,1354035119798779232,6
1694,1356221992133852808,171
1695,1362186507591814859,23
1696,1362723651715193305,2
1697,1379546145237381445,46
1698,1392715980907132808,3
1699,1403599387299754918,13
1700,1415230502586719648,51
1701,1423541364223434892,5
1702,1431351528207086249,1
1703,1432311799980176241,20
1704,1433393829724383645,27
1705,1433951803438448289,1
1706,1434312143013787309,12
1707,1436883058900979473,64
1708,1440793148901830221,16
1709,1441248639512899483,82
1710,1449689399273695199,23
1711,1450769039556893440,2
1712,1457728991321948254,3
1713,1459131257418324496,24
1714,1468327003955810686,38
1715,1469580151036142903,209
1716,1485652648052127324,6
1717,1487738553913510703,2
1718,1496653703915349161,9
1719,1507299850679912107,14
1720,1515492713000932747,21
1721,1525777409079968377,20
1722,1525988103928186217,8
1723,1532206435917316688,8
1724,1536798472239364319,4
1725,1537717759622831344,6
1726,1540456027678548167,4
1727,1542516532533301214,9
1728,1544550983918141657,18
1729,1547036706250649420,2
1730,1549650080907932816,51
1731,1553114235264483780,20
1732,1554619040289415222,20
1733,1556878199027930272,9
1734,1561244083438776495,51
1735,1567984561327445971,43
1736,1577045425286888616,35
1737,1580124381109623727,31
1738,1582315529508020223,22
1739,1586004000405879970,10
1740,1590841424376000970,16
1741,1592600391233958243,6
1742,1595230810451459837,12
1743,1618055575277164008,21
1744,1619468327065509360,4
1745,1632166079091127830,5
1746,1639450243805666792,35
1747,1642787330067525131,24
1748,1649085803937938638,33
1749,1649752043999819668,52
1750,1653300339718932603,7
1751,1662917027785920354,3
1752,1665726676688122621,26
1753,1674373276159762025,29
1754,1681163606115593313,6
1755,1688185960300227694,2
1756,1698483880714927645,14
1757,1719976830095479814,1
1758,1729892529360390310,1
1759,1734266821019430183,69
1760,1737303669706106633,2
1761,1738052593226421681,152
1762,1751822544912242581,3
1763,1768072794787289517,36
1764,1768976290984301641,33
1765,1772786465683785304,29
1766,1796618361228441836,53
1767,1797385737206265555,7
1768,1797761064772338938,40
1769,1805789466376069146,6
1770,1805849336099641652,4
1771,1828340614995116767,14
1772,1829180586132834070,6
1773,1851975995406778464,10
1774,1852992637140705599,4
1775,1854874463930846880,165
1776,1862503310075246782,145
1777,1873952032843878490,68
1778,1878784080584939832,42
1779,1881534532776527237,81
1780,1908114740148100507,2
1781,1920899299418335515,22
1782,1929674614667189969,60
1783,1933229167501870037,27
1784,1954074927376897165,18
1785,1954991916791271993,7
1786,1959495508923903948,17
1787,1964631817676172382,22
1788,1968587931268137930,8
1789,1971653634364577968,9
1790,1981046186743381313,6
1791,1990052153136096105,41
1792,1992928170409443117,83
1793,1999466695269209462,15
1794,2006478190737700267,12
1795,2025471325746532174,37
1796,2032007496318616962,24
1797,2037560494723407153,15
1798,2048657552251060795,45
1799,2050138727387005412,4
1800,2051327203770554158,1
1801,2072448887839540892,134
1802,2075656428057535795,7
1803,2080544143997420913,5
1804,2081512200574495983,14
1805,2093656054622337275,3
1806,2096088841518695759,16
1807,2103268612948910635,59
1808,2106559900295325351,53
1809,2121807307434667949,7
1810,2122245305662000853,15
1811,2124033843135988844,38
1812,2134259819148812594,44
1813,2156244701966673186,31
1814,2171312647242674161,3
1815,2171751753892441512,1
1816,2173307133640600082,3
1817,2203293143157288172,6
1818,2215773447123360543,24
1819,2220561310072186802,9
1820,2229625391864201918,43
1821,2231749805468232267,22
1822,2244894675266276573,24
1823,2250978527027854837,9
1824,2255603060224026824,4
1825,2255878226385826814,6
1826,2259988589066296676,57
1827,2262656830196923781,41
1828,2265761247530716287,6
1829,2267321579404324900,80
1830,2271592336048425450,7
1831,2271793263120018251,10
1832,2277184202014276839,47
1833,2280365999288629014,94
1834,2282385028752844581,18
1835,2285214528595997209,142
1836,2285392309373358857,17
1837,2293315701090958124,3
1838,2296515698565489277,7
1839,2301338403202434417,21
1840,2313825045587317872,11
1841,2314077149264083254,2
1842,2317969739828155334,12
1843,2321412363020240814,49
1844,2323403245382926621,2
1845,2333823948799779498,18
1846,2335028422423709400,1
1847,2359690284139785648,5
1848,2362495898257544462,36
1849,2372438485070148864,178
1850,2375950438753851487,7
1851,2379460324923679020,1
1852,2384931701643938149,17
1853,2388097612905924826,12
1854,2393972361498749268,12
1855,2394847196776462305,3
1856,2399228553079505025,10
1857,2405689222645002684,4
1858,2415534163825594672,9
1859,2417383163258637695,60
1860,2424381466524517235,3
1861,2429264894470039764,19
1862,2434296883874412747,14
1863,2435024834845042614,16
1864,2436112252908442663,2
1865,2438237966002226084,2
1866,2441555519716118559,3
1867,2457939609972623332,11
1868,2468005329717107277,59
1869,2470587255066232267,16
1870,2474876390020567211,1
1871,2480569770059008227,5
1872,2495913984359439198,32
1873,2505379943041571189,3
1874,2508620055362300376,43
1875,2513724012883866928,12
1876,2515874237935914763,27
1877,2518704978033827255,11
1878,2531450382701518075,2
1879,2541499697677936774,11
1880,2543311963908571128,35
1881,2546657529517570876,18
1882,2546734694784514225,19
1883,2551517430254715046,20
1884,2555983212310147009,146
1885,2572662123697831414,1
1886,2573252627510191315,14
1887,2581138407738454418,255
1888,2586379029487881843,6
1889,2589533162305407436,48
1890,2598008935363515744,8
1891,2601622077116449484,37
1892,2602221055863892168,38
1893,2602738827388230683,20
1894,2607211459879791691,34
1895,2608740049979127115,5
1896,2617330491231854367,15
1897,2623290164732957912,6
1898,2625883933130361261,31
1899,2628816849077589497,28
1900,2633033854118851671,2
1901,2633209697262372913,49
1902,2639926854188906104,10
1903,2642993575444549134,2
1904,2645380860642118790,49
1905,2668307045795933565,3
1906,2668385070649954934,21
1907,2670715450352290324,9
1908,2672238531812965181,12
1909,2687654465640040976,86
1910,2690205894709699741,12
1911,2695065703077082407,10
1912,2708089973817733462,95
1913,2709926970543371965,80
1914,2715453133655798791,77
1915,2719909253419802298,134
1916,2725842723638001955,62
1917,2727743992157210358,80
1918,2731915238980099593,28
1919,2736373711035411385,12
1920,2760023027553835473,6
1921,2760335717049716507,22
1922,2764830801602925772,24
1923,2765063319512128208,51
1924,2788367348502337122,3
1925,2793899372921426050,13
1926,2809702925357288303,45
1927,2817960273225808857,31
1928,2819427195737975069,19
1929,2822049545552366036,45
1930,2824996248683640175,1
1931,2834072258350675251,18
1932,2841458704671711663,9
1933,2841545035570793472,16
1934,2842727018572461564,5
1935,2847365042071859088,1
1936,2857117417189640073,241
1937,2858969450431709251,33
1938,2864534935028964135,13
1939,2867605706298498445,12
1940,2870099478920706993,18
1941,2871648046424590878,6
1942,2879555397105020076,2
1943,2885511262558254418,13
1944,2887151738440339754,9
1945,2888507406903473601,25
1946,2900029983899283273,6
1947,2901480192726556992,14
1948,2910288655685129221,12
1949,2916072977192006313,70
1950,2917561522815946740,9
1951,2925450084561574364,14
1952,2927476152522512441,11
1953,2930191803881821526,57
1954,2938654209557667280,6
1955,2947843229055216994,8
1956,2951308020527021494,6
1957,2952636544547704346,37
1958,2966083692047828770,14
1959,2990005046938769485,1
1960,2991405198675389827,21
1961,2998023988107018635,15
1962,3017826600888052926,7
1963,3032648342029994387,3
1964,3035329611795434601,42
1965,3041906492387035176,26
1966,3056097063387494549,10
1967,3057455921237571253,3
1968,3058137260516373249,9
1969,3064370296170038610,30
1970,3067875254349597654,3
1971,3068975614432538771,7
1972,3073610766179441483,8
1973,3075564241645350154,71
1974,3075810310719170278,19
1975,3076823183761975019,12
1976,3086800924266336392,13
1977,3091351089612339864,74
1978,3097721536109455446,8
1979,3099207916247126790,50
1980,3116298625885250927,3
1981,3128282567747885251,20
1982,3134511142783292503,12
1983,3142843830268077617,51
1984,3149164017776669829,110
1985,3151804887212279872,17
1986,3151913710743441986,24
1987,3155118717275463069,16
1988,3162261384765351942,24
1989,3168079495368669052,13
1990,3170775058142440102,113
1991,3172866488852888544,17
1992,3180608611815082945,20
1993,3180828616327439381,60
1994,3193164045772142182,12
1995,3196303498841885455,11
1996,3205047378909988692,47
1997,3218993154926038233,5
1998,3241240229241793423,11
1999,3256054536066714292,10
2000,3262563792577344354,15
2001,3262705634545542432,42
2002,3268064929368559554,53
2003,3268827390679661574,5
2004,3269302169678465882,57
2005,3272519107572730082,12
2006,3273084325487543386,39
2007,3288699993147470797,25
2008,3293246847422795557,28
2009,3294074907209583622,33
2010,3294713041855207102,18
2011,3296513714237850943,14
2012,3301147467076954944,34
2013,3306277069425849869,101
2014,3310859214930485296,4
2015,3320201327008235211,38
2016,3321223121670148312,1
2017,3322348437880079228,56
2018,3328253785421705444,17
2019,3343368383976781910,17
2020,3353902017498793780,15
2021,3361679265573758500,9
2022,3365858042237188987,3
2023,3367026768872537336,247
2024,3375733407275108717,19
2025,3380406830501456504,11
2026,3382511589554885024,35
2027,3382795524953511662,10
2028,3382987666565638029,3
2029,3385087622593663739,11
2030,3394403706511230595,12
2031,3399073250354435892,1
2032,3407455496422791860,5
2033,3436241621287351574,2
2034,3437437537867086722,19
2035,3440451510720294447,28
2036,3455160158461205368,16
2037,3456674717452933449,6
2038,3460026829794173084,18
2039,3465127447598546258,1
2040,3467834993860080188,48
2041,3470393457385461859,4
2042,3472032465864014134,34
2043,3473173479782472081,5
2044,3475346635930218065,25
2045,3492139128548911513,29
2046,3495098006178009360,112
2047,3496156626367166618,7
2048,3510349622718287202,8
2049,3533132794957138580,10
2050,3541770362851368020,7
2051,3547081132182529111,11
2052,3548262914600772288,23
2053,3562616807243819955,4
2054,3564394485543941353,12
2055,3566197569262766169,19
2056,3569727790804487273,38
2057,3575694866055127253,28
2058,3577117590019014785,13
2059,3578170066555585515,7
2060,3579921471626387620,40
2061,3582716808949240433,28
2062,3585886677712899987,11
2063,3598164602856140626,48
2064,3608243634452078989,41
2065,3609315114795782005,4
2066,3611701510490148233,38
2067,3616722904601574426,65
2068,3618205920179577598,21
2069,3618271604906293310,1
2070,3643465492984939400,26
2071,3660989387512978561,143
2072,3662832673570108627,13
2073,3679601493757850490,13
2074,3687286164936910007,2
2075,3689128258624052102,63
2076,3702150017806959874,3
2077,3703141283586666995,7
2078,3704349024245704692,19
2079,3705075652854270482,1
2080,3706563147339457456,16
2081,3714350889740403446,29
2082,3715130189384008388,14
2083,3716124214746295857,33
2084,3720742491238027703,5
2085,3727587882617538492,10
2086,3739926497176994524,85
2087,3742318026370211556,2
2088,3746463631389880443,11
2089,3750772607644674028,12
2090,3751305746867503759,19
2091,3756874058845999993,18
2092,3761187656635209729,5
2093,3770082505811422124,16
2094,3772685586944428188,25
2095,3779434447835779494,56
2096,3779639438468810958,31
2097,3788990922347931494,17
2098,3799372021687456380,4
2099,3799414975499163376,17
2100,3801064060797809024,11
2101,3801658304588389996,22
2102,3818189513627822856,70
2103,3823268327704412514,4
2104,3825866166263569974,40
2105,3845974592165897942,10
2106,3880098804615440102,13
2107,3881851296308711302,35
2108,3884256359744615997,1
2109,3888577703887670575,13
2110,3906974906788964502,51
2111,3915768615016750361,19
2112,3929262240746146680,16
2113,3965818599169726564,12
2114,3972616933829295411,7
2115,3980405883168341377,2
2116,3989649621607163677,21
2117,3995377148178067553,9
2118,3998743085432844199,30
2119,3999205546352981758,1
2120,4001521928622781645,21
2121,4012770927504386801,4
2122,4036103329046553070,9
2123,4037478513037442964,4
2124,4039031731864440026,63
2125,4045164454094417310,33
2126,4056017896532335209,4
2127,4061646345741687197,44
2128,4068119742428755460,23
2129,4069333494579100211,36
2130,4084131344684656470,128
2131,4089568303716665454,16
2132,4102576381061107965,30
2133,4105873627900556540,148
2134,4106497696154898573,1
2135,4109366816886873672,13
2136,4109618890343020064,4
